ชื่อเพลง,ชื่อนักร้อง,ชื่อวง,นาที 00:00,ลิ้ง url,ประเภทเพลง,ธีมงาน,ภาษา
See You Soon,-,Coldplay,2:52,https://youtu.be/xKT367sJzR8?feature=shared,Alternative,Funeral,Eng
Who You'd Be Today,-,Kenny Chesney,4:07,https://youtu.be/2Ne3cz9eUsQ?feature=shared,Country,Funeral,Eng
Slipped Away,Avril Lavigne,-,3:35,https://youtu.be/sh-MYtENchs?feature=shared,Pop,Funeral,Eng
Hear You Me,-,Jimmy Eat World,4:45,https://youtu.be/fcmFH5OvdtA?feature=shared,Alternative,Funeral,Eng
Gone Away,-,The Offspring,4:30,https://youtu.be/40V9_1PMUGM?feature=shared,Rock,Funeral,Eng
Wake Up Alone,Amy Winehouse,-,3:42,https://youtu.be/bS8-qQojlhA?feature=shared,Jazz,Funeral,Eng
Blackbird,-,The Beatles,2:19,https://youtu.be/Man4Xw8Xypo?feature=shared,Rock,Funeral,Eng
At Last,Etta James,,3:00,https://youtu.be/1qJU8G7gR_g?feature=shared,Jazz,Luxury Event,English
Fly Me to the Moon,Frank Sinatra,,2:28,https://youtu.be/ZEcqHA7dbwM?feature=shared,Jazz,Luxury Event,English
What a Wonderful World,Louis Armstrong,,2:19,https://youtu.be/rBrd_3VMC3c?feature=shared,Jazz,Luxury Event,English
Can't Help Falling in Love,Elvis Presley,,3:01,https://youtu.be/vGJTaP6anOU?feature=shared,Pop,Luxury Event,English
The Way You Look Tonight,Tony Bennett,,3:24,https://youtu.be/DtqRked7GQM?feature=shared,Jazz,Luxury Event,English
Unforgettable,Nat King Cole,,3:13,https://youtu.be/vDN5rG3wLa4?feature=shared,Jazz,Luxury Event,English
Sway,Dean Martin,,2:43,https://youtu.be/J76ExFgg0Vs?feature=shared,Jazz,Luxury Event,English
L-O-V-E,Nat King Cole,,2:33,https://youtu.be/f_HmF84G7ZY?feature=shared,Jazz,Luxury Event,English
Come Away with Me,Norah Jones,,3:15,https://youtu.be/lbjZPFBD6JU?feature=shared,Jazz,Luxury Event,English
Besame Mucho,Andrea Bocelli,,4:02,https://youtu.be/g4M0hH1R2eU?feature=shared,Classical,Luxury Event,Spanish
La Vie En Rose,Édith Piaf,,3:09,https://youtu.be/LUYvMOUW0gc?feature=shared,Chanson,Luxury Event,French
Cheek to Cheek,Ella Fitzgerald & Louis Armstrong,,5:52,https://youtu.be/20iOlPwz0J0?feature=shared,Jazz,Luxury Event,English
Moon River,Andy Williams,,2:45,https://youtu.be/L_jgIezosVA?feature=shared,Pop,Luxury Event,English
My Funny Valentine,Chet Baker,,2:17,https://youtu.be/QuMzUXPEPRM?feature=shared,Jazz,Luxury Event,English
Summertime,Ella Fitzgerald,,4:57,https://youtu.be/2HJCN3upMHE?feature=shared,Jazz,Luxury Event,English
Feeling Good,Nina Simone,,3:03,https://youtu.be/oHRNrgDIJfo?feature=shared,Jazz,Luxury Event,English
Georgia on My Mind,Ray Charles,,3:38,https://youtu.be/ggGzE5KfCio?feature=shared,Jazz,Luxury Event,English
Someone to Watch Over Me,Ella Fitzgerald,,3:18,https://youtu.be/9kh4ffPyj-g?feature=shared,Jazz,Luxury Event,English
I've Got You Under My Skin,Frank Sinatra,,3:47,https://youtu.be/C1AHec7sfZ8?feature=shared,Jazz,Luxury Event,English
Misty,Sarah Vaughan,,3:04,https://youtu.be/ptdIiXjiqkw?feature=shared,Jazz,Luxury Event,English
Ave Maria,Franz Schubert,,3:34,https://youtu.be/XpYGgtrMTYs?feature=shared,Classical,Luxury Event,Latin
O Mio Babbino Caro,Giacomo Puccini,,2:08,https://youtu.be/0Wlcr2bIKmk?feature=shared,Opera,Luxury Event,Italian
Nessun Dorma,Giacomo Puccini,,3:01,https://youtu.be/Uau48wh5CeI?feature=shared,Opera,Luxury Event,Italian
Time to Say Goodbye,Andrea Bocelli & Sarah Brightman,,4:07,https://youtu.be/M3mdHmhI3cs?feature=shared,Classical,Luxury Event,English
Caruso,Luciano Pavarotti,,5:24,https://youtu.be/Cp5kF94isS4?feature=shared,Opera,Luxury Event,Italian
Con te partirò,Andrea Bocelli,,4:01,https://youtu.be/nVUHHW1tJYA?feature=shared,Classical,Luxury Event,Italian
Por una Cabeza,Carlos Gardel,,2:26,https://youtu.be/Gcxv7i02lXc?feature=shared,Tango,Luxury Event,Spanish
Libertango,Astor Piazzolla,,2:45,https://youtu.be/yvtpT1ARF1o?feature=shared,Tango,Luxury Event,Instrumental
Oblivion,Astor Piazzolla,,3:36,https://youtu.be/dF-IMQzd_Jo?feature=shared,Tango,Luxury Event,Instrumental
Historia de un Amor,Luis Miguel,,4:02,https://youtu.be/kqObd2CcEKc?feature=shared,Bolero,Luxury Event,Spanish
Sabor a Mí,Eydie Gormé & Trio Los Panchos,,3:00,https://youtu.be/aQCo3rczB-w?feature=shared,Bolero,Luxury Event,Spanish
Cuando calienta el sol,Luis Miguel,,4:39,https://youtu.be/gTkJ-nP6pXY?feature=shared,Bolero,Luxury Event,Spanish
The Look of Love,Diana Krall,,3:50,https://youtu.be/Yr8xDSPjII8?feature=shared,Jazz,Luxury Event,English
I've Got a Crush on You,Linda Ronstadt,,3:30,https://youtu.be/FZQJ3rc4GRM?feature=shared,Jazz,Luxury Event,English
Fever,Peggy Lee,,4:16,https://youtu.be/REryc1TpeY8?feature=shared,Jazz,Luxury Event,English
Ain't That a Kick in the Head,Dean Martin,,2:25,https://youtu.be/1ERI1GoZ4NA?feature=shared,Swing,Luxury Event,English
Beyond the Sea,Bobby Darin,,2:53,https://youtu.be/Rc7_lCfbQP0?feature=shared,Swing,Luxury Event,English
You Make Me Feel So Young,Frank Sinatra,,2:58,https://youtu.be/8XuL5xSVL7s?feature=shared,Swing,Luxury Event,English
It's Only a Paper Moon,Nat King Cole,,2:59,https://youtu.be/IIQFJGru-xI?feature=shared,Swing,Luxury Event,English
Let’s Face the Music and Dance,Nat King Cole,,2:27,https://youtu.be/KsefOgWryjE?feature=shared,Swing,Luxury Event,English
Pennies from Heaven,Billie Holiday,,3:15,https://youtu.be/JxVXNWdHDq8?feature=shared,Swing,Luxury Event,English
Chega de Saudade,João Gilberto,,3:20,https://youtu.be/yUuJrpP0Mak?feature=shared,Bossa Nova,Luxury Event,Portuguese
Manhã de Carnaval,Luiz Bonfá,,2:28,https://youtu.be/FNK-OaWhwGU?feature=shared,Bossa Nova,Luxury Event,Portuguese
Felicidade,Antônio Carlos Jobim,,3:52,https://youtu.be/sTi1AMyPWQE?feature=shared,Bossa Nova,Luxury Event,Portuguese
C'est Magnifique,Cole Porter,,3:44,https://youtu.be/FcStChI4uw4?feature=shared,Jazz,Luxury Event,French
Sous le ciel de Paris,Édith Piaf,,3:25,https://youtu.be/SC06NyI6KKU?feature=shared,Chanson,Luxury Event,French
Padam Padam,Édith Piaf,,3:18,https://youtu.be/xXqLj7X1WDU?feature=shared,Chanson,Luxury Event,French
Hymne à l'amour,Édith Piaf,,3:25,https://youtu.be/sgBldNsK-xw?feature=shared,Chanson,Luxury Event,French
Milord,Édith Piaf,,4:31,https://youtu.be/nZcdI1u_9o8?si=or6Papg8EJnMqvMf,Chanson,Luxury Event,French
I Say a Little Prayer,Aretha Franklin,,3:37,https://youtu.be/-8y0onSG3kg?si=GIJwBSz65MbTTj7S,Soul,Luxury Event,English
Walk On By,Dionne Warwick,,2:59,https://youtu.be/vsGsCvJWEo8?feature=shared,Soul,Luxury Event,English
Let's Stay Together,Al Green,,3:20,https://youtu.be/XXx6RDzR6eM?si=DM6lWyleNw6Dp7Ri,Soul,Luxury Event,English
Corcovado (Quiet Nights of Quiet Stars),Antônio Carlos Jobim,,2:45,https://youtu.be/uU1mz6WburU?feature=shared,Bossa Nova,Luxury Event,Portuguese
Desafinado,Stan Getz & Charlie Byrd,,4:16,https://youtu.be/tCMhuN3053o?si=jliHh3A91DAmCaZ0,Bossa Nova,Luxury Event,Portuguese
Wave,Antônio Carlos Jobim,,2:57,https://youtu.be/JGqzKmp_5Bg?si=-KGLh6kWNtF0lcWf,Bossa Nova,Luxury Event,Portuguese
Agua de Beber,Astrud Gilberto,,2:21,https://youtu.be/qZx-Z3_n4t8?feature=shared,Bossa Nova,Luxury Event,Portuguese
So Nice (Summer Samba),Marcos Valle,,2:32,https://youtu.be/-sM-BxtS5jQ?feature=shared,Bossa Nova,Luxury Event,Portuguese
Meditation,Antônio Carlos Jobim,,3:19,https://youtu.be/HGLUgbxlsYA?si=muXD20mkjTUwKxXp,Bossa Nova,Luxury Event,Portuguese
One Note Samba,Sérgio Mendes,,1:46,https://youtu.be/UmO8PbwZrXA?si=heJx5dh3LQWx-g-q,Bossa Nova,Luxury Event,Portuguese
Dindi,Astrud Gilberto,,2:47,https://youtu.be/Ix27PsFefLw?feature=shared,Bossa Nova,Luxury Event,Portuguese
How Insensitive,Antônio Carlos Jobim,,3:55,https://youtu.be/5ppmTFXA30s?si=FRqmkRM3GLrFI_H6,Bossa Nova,Luxury Event,Portuguese
เพลงสุดท้าย,-,CLASH,5:56,https://www.youtube.com/embed/pjrhVxBXJyE?si=A8KL6lm3mEHe_VF1,Rock,Farewell,Thai
เธอยัง...,-,Potato,4:54,https://www.youtube.com/embed/CeHm9NkPh2E?si=LjzLdrpX3ffvOrGU,Pop Rock,Farewell,Thai
เราและนาย,-,LOSO,3:57,https://www.youtube.com/embed/Bd-Gju4bnW0?si=5BQNJllxWwySwiSS,Rock,Farewell,Thai
หนังสือรุ่น,ป้าง นครินทร์,-,4:22,https://www.youtube.com/embed/0s7LsfTsbU0?si=gtcE4r17gumPSxe4,Pop Rock,Farewell,Thai
โชคดีนะเพื่อน,-,ไมโคร,4:23,https://www.youtube.com/embed/uAXyHBcmEhw?si=WPkDWAyNXJXWrDGx,Rock,Farewell,Thai
Take Care นะ,-,G-JR,3:57,https://www.youtube.com/embed/DhMe0j3ZaVA?si=M9Wrq1ZYnSRIiLuw,Pop,Farewell,Thai
ด้วยความปรารถนาดี,เอ๊ะ จิรากร,-,4:23,https://www.youtube.com/embed/Mf8c_bg7pwo?si=U-whtE9rlHObG8Ft,Pop,Farewell,Thai
จะได้ไม่ลืมกัน,เบิร์ด ธงไชย,-,3:55,https://www.youtube.com/embed/MWOdgjfB4ak?si=Pu7nMx3-s5WxBHvu,Pop,Farewell,Thai
ฉันจะจำเธอแบบนี้,โบ สุนิตา,-,4:55,https://www.youtube.com/embed/NPajX54XjBQ?si=UCrld6heQYe4MOi4,Pop,Farewell,Thai
รักเธอทุกวินาที,-,All Kamikaze,5:59,https://www.youtube.com/embed/JGEGUQ5hOtY?si=R5Wyh7gnfiRxUWWo,Pop,Farewell,Thai
เล่าสู่กันฟัง,เบิร์ด ธงไชย,-,4:22,https://www.youtube.com/embed/9SM2hywQIVo?si=aX1vwaNJh4iyXkwT,Pop,Farewell,Thai
จากตรงนี้ที่(เคย)สวยงาม,-,AYLA's,5:13,https://www.youtube.com/embed/nBBIuLUYa_w?si=uXEVRsqMseVdjmxA,Pop,Farewell,Thai
ลาก่อน,Yourmood,-,3:10,https://www.youtube.com/embed/TRrVrSznG7Y?si=5fcF8lzx1zYOlx8v,Pop,Farewell,Thai
ขอบคุณที่รักกัน,-,Potato,3:53,https://www.youtube.com/embed/TXsg-BDfnl4?si=iYXXd85P3jsei002,Pop,Farewell,Thai
เรายังรักกัน,-,LOSO,4:14,https://www.youtube.com/embed/s0PEtMHLYd8?si=avw9heOFpQ06y1N8,Rock,Farewell,Thai
เพื่อนสนิท,-,Endorphine,3:57,https://www.youtube.com/embed/fOMWjbuxsho?si=u92BRW4CnWZOqr5A,Pop,Farewell,Thai
เพื่อนชีวิต,เขียว คาราบาว,-,5:09,https://www.youtube.com/embed/PRhzk1I0QOQ?si=oNKSfjTEGc9C7aP9,Pop Rock,Farewell,Thai
เพื่อนกันตลอดไป,โจ สูงเนิน,-,4:01,https://www.youtube.com/embed/MypQ-T0WXxA?si=ziSnmLIbkHFoIk25,Pop,Farewell,Thai
Time to Say Goodbye,Andrea Bocelli & Sarah Brightman,-,4:07,https://www.youtube.com/embed/M3mdHmhI3cs?si=uC3BrVv8PpTRc8_j,Classical Crossover,Farewell,Thai
Goodbye My Friend,Linda Ronstadt,-,3:45,https://www.youtube.com/embed/xHqlMjWhlic?si=IbVF-3qTsLgbAj46,Soft Rock,Farewell,English
Leaving on a Jet Plane,John Denver,-,3:41,https://www.youtube.com/embed/SneCkM0bJq0?si=0OOc9KqJSCDk2_35,Folk,Farewell,English
I Will Remember You,Sarah McLachlan,-,3:40,https://www.youtube.com/embed/nSz16ngdsG0?si=XL_-zHeGgr3ICLeW,Pop,Farewell,English
One More Day,-,Diamond Rio,3:35,https://www.youtube.com/embed/Xi8O7JdA4Sg?si=dKQlvIhxPonMiyup,Country,Farewell,English
"So Long, Farewell",-,The Sound of Music Cast,2:56,https://www.youtube.com/embed/7pIMIF12hRA?si=S53uxrAKkSLPFFxN,Musical,Farewell,English
Adieu,Soledad,-,3:57,https://www.youtube.com/embed/Gop3c55IaTA?si=w1xNf8tBwE95Jl76,Pop,Farewell,French
Mi Historia Entre Tus Dedos,Gianluca Grignani,-,5:07,https://www.youtube.com/embed/aHFAXW840uM?si=jHVlYgxJSWu64JB5,Pop,Farewell,Spanish
Adios A Media Voz,Julio Iglesias,-,3:34,https://www.youtube.com/embed/DXXIkZN_xcM?si=6C-Sss8G_iKHfr6C,Pop,Farewell,Spanish
Tears in Heaven,Eric Clapton,-,4:32,https://www.youtube.com/embed/VVqXLXMch9g?si=KU69BhAV57t9vTdr,Soft Rock,Farewell,English
My Way,Frank Sinatra,-,4:37,https://www.youtube.com/embed/qQzdAsjWGPg?si=nilqfqP9j8f09Zlg,Jazz,Farewell,English
The Time of My Life,Bill Medley & Jennifer Warnes,-,4:45,https://www.youtube.com/embed/4BQLE_RrTSU?si=ophQm6otyZGF7uhh,"Pop , Rock",Farewell,English
Don’t Stop Believin,-,Journey,4:11,https://www.youtube.com/embed/1k8craCGpgs?si=lkb7uAg97S3OySgO,Rock,Farewell,English
I Will Always Love You,Whitney Houston,-,4:34,https://www.youtube.com/embed/3JWTaaS7LdU?si=JTQGinlSR6olDY7j,"Pop, Soul",Farewell,English
Somewhere Over the Rainbow,Israel Kamakawiwo'ole,-,3:48,https://www.youtube.com/embed/V1bFr2SWP1I?si=ECyub00X27ADdOs_,Pop,Farewell,English
Auf Wiedersehen,-,Seeed,3:51,https://www.youtube.com/embed/CipYQ8iedSY?si=q-hHjA86LweDBbj4,Reggae,Farewell,German
Zwei in einem Boot,-,Ich & Ich,5:22,https://www.youtube.com/embed/GASdZwevjMM?si=Lxp_z8SmH6-BftCP,"Pop , Rock",Farewell,German
Viva La Vida,-,Coldplay,4:03,https://www.youtube.com/embed/dvgZkm1xWPE?si=FnDr4K4YeqKGYd3R,Alternative Rock,Farewell,English
Goodbye,-,Spice Girls,4:34,https://www.youtube.com/embed/eegDtyrSUZw?si=1_cOriFAUJGpbFcy,Pop,Farewell,English
El Reloj,Luis Miguel,-,3:02,https://www.youtube.com/embed/5-wpEXdshho?si=hQVYAlVO9EpTMu9y,Bolero,Farewell,Spanish
Endless Love,Diana Ross & Lionel Richie,-,4:26,https://www.youtube.com/embed/UsqDoz2Co4o?si=lEbnhZoN-aPzA4Cf,R&B,Farewell,English
The Best Is Yet to Come,Frank Sinatra,-,2:56,https://www.youtube.com/embed/mQIZ-Esbg_c?si=aCTVNa9Eg9ICTqRm,Jazz,Farewell,English
The Final Countdown,-,Europe,4:57,https://www.youtube.com/embed/9jK-NcRmVcw?si=GIqTW6cZ3XwpWwSg,Rock,Farewell,English
I Don’t Want to Miss a Thing,-,Aerosmith,4:53,https://www.youtube.com/embed/JkK8g6FMEXE?si=3gwPRrI7YXsHzu4K,Rock,Farewell,English
We'll Meet Again,Vera Lynn,-,3:01,https://www.youtube.com/embed/2a7_yCxMgZc?si=Ikcp6VAh8wgv8vfp,Pop,Farewell,English
Hernando’s Hideaway,Archie Bleyer,-,2:34,https://www.youtube.com/embed/76Ozl2xZDpU?si=GXlKlD4d1ZNGsxZ8,Pop,Farewell,English
Goodbye Stranger,-,Supertramp,5:49,https://www.youtube.com/embed/pJPMesAnsU8?si=Rb62H4y7_IhNiX6a,Rock,Farewell,English
Time Is On My Side,-,The Rolling Stones,3:02,https://www.youtube.com/embed/jOxHsuV83KA?si=FtDsKiHYz7nThrQ4,Rock,Farewell,English
I’ve Had The Time of My Life,Bill Medley & Jennifer Warnes,-,4:45,https://www.youtube.com/embed/4BQLE_RrTSU?si=-HS-nvMEl3lJe_uQ,"Pop , Rock",Farewell,English
Goodbye to You,Michelle Branch,-,4:12,https://www.youtube.com/embed/KN0wf4PPn-Q?si=epQ_T8NuVR9yLf6K,"Pop , Rock",Farewell,English
Never Can Say Goodbye,Gloria Gaynor,-,3:37,https://www.youtube.com/embed/vQn4fFd8p-8?si=LCTJAehv7EGhnRht,Disco,Farewell,English
Say Something,-,A Great Big World ft. Christina Aguilera,3:52,https://www.youtube.com/embed/-2U0Ivkn2Ds?si=DGrH20NcO-UTIpGg,Pop,Farewell,English
All I Want for Christmas Is You,Mariah Carey,-,4:03,https://www.youtube.com/embed/aAkMkVFwAoo?si=qB8zZNAUv0o5zOb-,Pop,Christmas,English
Last Christmas,Wham!,-,4:39,https://www.youtube.com/embed/E8gmARGvPlI?si=qeWoBd6oe3GKevPP,Pop,Christmas,English
Jingle Bell Rock,Bobby Helms,-,2:11,https://www.youtube.com/embed/Z0ajuTaHBtM?si=EKuWg6PnTBbGa3FQ,Rock,Christmas,English
Feliz Navidad,José Feliciano,-,3:04,https://www.youtube.com/embed/N8NcQzMQN_U?si=DmnI3wQLOWaldjvy,Pop,Christmas,Español
Rockin' Around the Christmas Tree,Brenda Lee,-,2:09,https://www.youtube.com/embed/TFsZy9t-qDc?si=PYWFg7uqJndlDxO-,Rock,Christmas,English
It's the Most Wonderful Time of the Year,Andy Williams,-,2:34,https://www.youtube.com/embed/AN_R4pR1hck?si=-s2uVe54-icCQuYq,Pop,Christmas,English
Santa Tell Me,Ariana Grande,-,5:40,https://www.youtube.com/embed/nlR0MkrRklg?si=cvSVS6PgVr84ihLG,Pop,Christmas,English
Do They Know It's Christmas?,-,Band Aid,4:50,https://www.youtube.com/embed/-w7jyVHocTk?si=-A3t4ucJ0LFSHPFe,Pop,Christmas,English
Happy Xmas (War Is Over),John Lennon & Yoko Ono,-,3:36,https://www.youtube.com/embed/flA5ndOyZbI?si=BVFQnElBuJXCtxHK,"Pop,Rock",Christmas,English
Wonderful Christmastime,Paul McCartney,-,3:47,https://www.youtube.com/embed/94Ye-3C1FC8?si=9p8rSLQB1y1lMTD4,Pop,Christmas,English
Mistletoe,Justin Bieber,-,3:04,https://www.youtube.com/embed/LUjn3RpkcKY?si=JY0JyFiGOqMZ4D6l,Pop,Christmas,English
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,-,1:57,https://www.youtube.com/embed/2TA3IKH8Y5c?si=vayUWgwpLmDHgP-T,Jazz,Christmas,English
Holly Jolly Christmas,Burl Ives,-,2:19,https://www.youtube.com/embed/2uZnbzTG1jY?si=Fl-YK_mc2dEKMv9E,"Pop,Country",Christmas,English
Carol of the Bells,-,Pentatonix,4:11,https://www.youtube.com/embed/WSUFzC6_fp8?si=xaXi3vjco_plRpr3,A cappella,Christmas,English
Silver Bells,Bing Crosby & Carol Richards,-,3:03,https://www.youtube.com/embed/bBFHUyVAch4?si=KFrm-H2WOUP0Akbq,Pop,Christmas,English
Christmas (Baby Please Come Home),Darlene Love,-,2:45,https://www.youtube.com/embed/4EvZOXEoJ84?si=x3ez9jgZxVmLweJH,"Pop,Rock",Christmas,English
Underneath the Tree,Kelly Clarkson,-,3:51,https://www.youtube.com/embed/YfF10ow4YEo?si=Wl0BCRn1Ibm2zsar,Pop,Christmas,English
The Christmas Song (Chestnuts Roasting on an Open Fire),Nat King Cole,-,3:31,https://www.youtube.com/embed/F1itSKJLWQY?si=EmfRiipPQarT96Bt,Jazz,Christmas,English
White Christmas,Michael Bublé,-,3:39,https://www.youtube.com/embed/30TkClWvT5k?si=fLjyMhEzWle9dKU9,Jazz,Christmas,English
O Holy Night,Celine Dion,-,5:24,https://www.youtube.com/embed/RsWUWzai8P8?si=RC8Q7JjXBLMhehOq,Pop,Christmas,English
Petit Papa Noël,Tino Rossi,-,3:12,https://www.youtube.com/embed/NPwUJDtvxJA?si=4TFUNHz7mzb_9pfQ,Chanson,Christmas,French
"Stille Nacht, heilige Nacht (Silent Night",Bing Crosby,-,2:37,https://www.youtube.com/embed/9p97sxREC00?si=e2UViK0G9_UBGp4F,Carol,Christmas,German
Tu scendi dalle stelle,Luciano Pavarotti,-,3:01,https://www.youtube.com/embed/KNf8cin_kYo?si=WpfFh_mIpBnT41CE,Carol,Christmas,Italian
O Tannenbaum,Nat King Cole,-,3:00,https://www.youtube.com/embed/9l_3ZOS9P34?si=kASirg-h9WaWwcra,Carol,Christmas,German
Noche de Paz (Silent Night),Andrea Bocelli,-,4:35,https://www.youtube.com/embed/HR1wvwm9mLE?si=ismx6L45cCo_nBIo,Carol,Christmas,Español
Joulupuu on rakennettu,Suvi Teräsniska,-,1:39,https://www.youtube.com/embed/KIP77CdXmBE?si=nrGw6dne35sxFdDB,Carol,Christmas,Finnish
"Glade Jul, dejlige Jul (Silent Night)",Oslo Gospel Choir,-,5:43,https://www.youtube.com/embed/Eyrtzt-JZoI?si=C3gu9Zf-XIH1LSj3,Carol,Christmas,Norwegian
Hacia Belén va una burra,Plácido Domingo,-,1:33,https://www.youtube.com/embed/pPmqcezOY5g?si=B6TWcIBDye_6eJU2,Carol,Christmas,Español
Les Anges dans nos campagnes (Angels We Have Heard on High),-,Christendom College Choir & Schola Gregoriana,2:30,https://www.youtube.com/embed/WHWqj6gKS9g?si=OXV8v3ttnN5SmOat,Carol,Christmas,French
Cicha noc (Silent Night),-,GOLEC uORKIESTRA,4:26,https://www.youtube.com/embed/UAsg2SSR8Lc?si=GOr-FTBczEsdmJFM,Carol,Christmas,Polish
Campana sobre campana,Rafael,-,1:06,https://www.youtube.com/embed/VnLd1R-GKEY?si=vePncJFSKn05H6nX,Carol,Christmas,Español
"Jul, jul, strålande jul",Sissel Kyrkjebø,-,4:04,https://www.youtube.com/embed/3RyTCGCTxoA?si=oxFc5UUUQHmTY4mO,Carol,Christmas,Swedish
Astro del Ciel (Silent Night),Andrea Bocelli,-,4:33,https://www.youtube.com/embed/JIjMwWp0gEw?si=17vdUV3aCcXO8MWp,Carol,Christmas,Italian
"Douce nuit, sainte nuit (Silent Night)",Céline Dion,-,3:01,https://www.youtube.com/embed/aBB3cPR9opc?si=U0GPpVDnyMfl2tYY,ฺBallad,Christmas,French
Merry Christmas Mr. Lawrence,Ryuichi Sakamoto,-,4:49,https://www.youtube.com/embed/1OZDaRhHHyM?si=h1T8uAHJxATexiTp,ฺBallad,Christmas,Japanese
Deck the Halls,Nat King Cole,-,1:09,https://www.youtube.com/embed/kORRidv-p0Y?si=anud-1ZHJzbA3cJK,Carol,Christmas,English
O du fröhliche,Helene Fischer,-,3:34,https://www.youtube.com/embed/-gBtW4GhF3Y?si=97DsCbXByX3CJLKG,Carol,Christmas,German
Vive le vent,Dalida,-,2:32,https://www.youtube.com/embed/J8k3Onc2v_8?si=z-lpxgI9KUfdhaUo,Carol,Christmas,French
Dobryi vechir tobi,Ruslana,-,3:23,https://www.youtube.com/embed/ZWzQ67FQeEQ?si=jXi1L12H5_G4S688,Carol,Christmas,Ruthenian
S'Agapo,Eleni Foureira,-,3:01,https://www.youtube.com/embed/VjMQCnZMBQY?si=0WT0YO3tp2CIfAr5,Pop,Christmas,Greek
Tänd ett ljus,-,Triad,4:12,https://www.youtube.com/embed/w-Fw484lBeA?si=jWCdRNWqGnz3cQ-2,Pop,Christmas,Swedish
Holz,-,257ers,3:34,https://www.youtube.com/embed/wjXUBG15eZ8?si=_o5zKim9C1bUU-tK,Hip Hop,Christmas,German
Na božično noč,-,Pop Design,4:08,https://www.youtube.com/embed/W0jC2byyCPQ?si=3j-2c0q_Sj6xAuce,Pop,Christmas,Slovenian
Jul Det' Cool,MC Einar,-,5:20,https://www.youtube.com/embed/FuyKWtF5aqU?si=RsKmHPJdpSLJmQyP,Hip Hop,Christmas,Danish
Buon Natale,Raffaella Carrà,-,3:38,https://www.youtube.com/embed/WvWV7lyQ0Z4?si=gV1LA51YjGAqt7G8,Pop,Christmas,Italian
Christmas Eve,Tatsuro Yamashita,-,6:08,https://www.youtube.com/embed/PRwDWbyULuU?si=SAAUlrwglGxqpY59,City Pop,Christmas,Japanese
"Fum, Fum, Fum",-,The Tabernacle Choir,1:38,https://www.youtube.com/embed/g1KcdE_kaek?si=eCg_e2dz-ORQDWpZ,Carol,Christmas,Català
Curoo Curoo (The Carol of the Birds),-,Celtic Woman,2:51,https://www.youtube.com/embed/GsFUyq3R004?si=yVCwaNOPOWjiJbKo,Carol,Christmas,Gaelic
Rudolph the Red-Nosed Reindeer,Gene Autry,-,3:09,https://www.youtube.com/embed/44bL90HP0Ys?si=37uFm2a57ZpdxTiO,Carol,Christmas,English
ทุกวันคือวันคริสต์มาส,Poppy Panadda,-,4:04,https://www.youtube.com/embed/9JOFF1afQx8?si=a7mCXdc1GUqGhj3R,Pop,Christmas,Thai